DATAFLOW,REF_AREA,COUNTERPART_AREA,MEASURE,UNIT_MEASURE,VISITOR_TYPE,ACCOMMODATION_TYPE,SOURCE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS2,UNIT_MULT
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NOR,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2025,11205078,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NOR,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2025,7501402,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NOR,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,6670410,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NOR,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,12425429,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NZL,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,3175839,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NZL,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,13360400,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NZL,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,10552200,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NZL,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,2808200,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NZL,_Z,ARRIVALS,PS,SAME_DAY,_Z,TDS,2024,137963,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NLD,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,21277000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NLD,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,61572000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NLD,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,53779000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NLD,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,7793000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),MEX,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,45038754,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),MEX,_Z,ARRIVALS,PS,SAME_DAY,_Z,TDS,2024,41373730,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),MEX,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,86412484,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LUX,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,1364853,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LUX,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,3225517,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LUX,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,1951322,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LUX,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,1274195,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,2383300,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,1449052,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,3102171,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,3066231,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,35940,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,NIGHTS_ACCOM,NGHT,_T,PRIVATE,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,NIGHTS_ACCOM,NGHT,_T,PRIVATE,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,ARRIVALS,PS,_T,_Z,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,ARRIVALS,PS,SAME_DAY,_Z,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,ARRIVALS,PS,SAME_DAY,_Z,TDS,2024,2651200,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,5034500,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LVA,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,1587158,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LVA,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,2841253,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LVA,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,2762505,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LVA,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,78748,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),KOR,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TDS,2024,110489933,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),KOR,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TDS,2024,100035262,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),KOR,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,16369629,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),JPN,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,111720,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),JPN,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),JPN,_Z,ARRIVALS,PS,SAME_DAY,_Z,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),JPN,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,36870148,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),JPN,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,164462600,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ITA,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,57725148,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ITA,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,73951291,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ITA,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,253948443,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ITA,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TDS,2024,381282392,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ITA,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TDS,2024,131854111,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ITA,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,223345100,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ZAF,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,11422000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SRB,_Z,ARRIVALS,PS,SAME_DAY,_Z,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),IDN,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,13603000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),USA,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TDS,2024,22693026,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SWE,_Z,NIGHTS_ACCOM,NGHT,_T,PRIVATE,TSS,2024,1752269,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ESP,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,93759297,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SVN,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,1762760,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),POL,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,19723000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NOR,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,9709866,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NZL,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,3313802,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),JPN,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,164350880,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),IRL,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,4203374,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ISL,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,3330282,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),DEU,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,80241606,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),FIN,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,4475000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),DNK,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,34263442,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),CAN,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TDS,2024,21052000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),AUS,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TDS,2024,142994000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,35545714,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,ARRIVALS,PS,_T,_Z,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,ARRIVALS,PS,SAME_DAY,_Z,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,ARRIVALS,PS,SAME_DAY,_Z,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,NIGHTS_ACCOM,NGHT,_T,PRIVATE,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,NIGHTS_ACCOM,NGHT,_T,PRIVATE,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),THA,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ZAF,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,8919000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ZAF,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,12302000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ZAF,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,6819300,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ZAF,_Z,ARRIVALS,PS,SAME_DAY,_Z,TDS,2024,2503000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SRB,_Z,ARRIVALS,PS,_T,_Z,TSS,2024,2384735,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SRB,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,2384735,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SRB,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,6097749,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SRB,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,4649821,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SRB,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,21047,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SRB,_Z,NIGHTS_ACCOM,NGHT,_T,PRIVATE,TSS,2024,1426881,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TDS,2025,13083205,P,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,NIGHTS_ACCOM,NGHT,_T,PRIVATE,TDS,2025,141214986,P,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2025,29254786,P,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TDS,2025,513193640,P,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TDS,2025,358895449,P,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,ARRIVALS,PS,_T,_Z,TDS,2025,34942501,P,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,ARRIVALS,PS,SAME_DAY,_Z,TDS,2025,5687715,P,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,ARRIVALS,PS,SAME_DAY,_Z,TDS,2024,3751653,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,33479096,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,29727443,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TDS,2024,560227192,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TDS,2024,374838218,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TDS,2024,15147221,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,_Z,NIGHTS_ACCOM,NGHT,_T,PRIVATE,TDS,2024,170241753,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ROU,_Z,ARRIVALS,PS,OVERNIGHT,_T,TSS,2024,2412810,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ROU,_Z,NIGHTS_ACCOM,NGHT,_T,_T,TSS,2024,4504676,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ROU,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,4486858,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ROU,_Z,NIGHTS_ACCOM,NGHT,_T,_O,TSS,2024,17818,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ROU,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,13352940,B,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ROU,_Z,ARRIVALS,PS,_T,_Z,TSS,2024,2412810,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PER,_Z,ARRIVALS,PS,OVERNIGHT,_T,TDS,2024,3256693,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PER,_Z,NIGHTS_ACCOM,NGHT,_T,HOTELS,TSS,2024,12157913,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PER,_Z,ARRIVALS,PS,SAME_DAY,_Z,TDS,2024,736945,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PER,_Z,ARRIVALS,PS,_T,_Z,TDS,2024,3993638,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ARG,USA_CAN,TOP_MKT,PS,OVERNIGHT,_T,TDS,2025,562221,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),IRL,USA_CAN,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,1438300,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),CAN,AUS,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,168855,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ITA,AUT,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,2788878,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NLD,BEL,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,2658000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),USA,CAN,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,20241121,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PER,CHL,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,700029,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PER,COL,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,170347,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),POL,CZE,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,410221,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NOR,DNK,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,402103,E,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,EST,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,156100,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LVA,FIN,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,112326,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NLD,FRA,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,1068000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ESP,DEU,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,7656443,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SVK,HUN,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,125916,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),GBR,IRL,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,2938000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ROU,ISR,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,153592,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),CHE,ITA,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,524980,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),NZL,JPN,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,68260,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),JPN,KOR,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,8817765,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LTU,LVA,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,412800,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),LVA,LTU,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,280749,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),USA,MEX,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,16989951,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SVN,NLD,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,210709,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),AUS,NZL,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,1392959,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),DNK,NOR,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,1259974,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ROU,POL,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,247683,B,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),CZE,SVK,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,896999,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),HRV,SVN,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,1570749,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),BE1,ESP,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,177637,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),FIN,SWE,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,275144,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ITA,CHE,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,1830034,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SRB,TUR,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,232527,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PRT,GBR,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,2539431,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,USA,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PER,ARG,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,120287,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SAU,BHR,TOP_MKT,PS,OVERNIGHT,_T,TDS,2025,,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),POL,BLR,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,661000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PER,BOL,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,188791,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),SRB,BIH,TOP_MKT,PS,OVERNIGHT,_T,TSS,2024,167983,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),ZAF,BWA,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,396000,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),PER,BRA,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,184725,A,A,0
OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),TUR,BGR,TOP_MKT,PS,OVERNIGHT,_T,TDS,2024,2909396,A,A,0
